sentence,label
算是一家地道的老北京涮肉吧，还是用的炭火铜锅子的。大冬天带着老婆，吃着火锅，唱着歌算是比较惬意的呢。价格有点小贵，人均一般也要60-80左右吧。,1
去吃的自助餐，性价比极低，米东西吃，没有饮料，居然是白开水，熟食是昨天的，很凉，火锅本来是29没人，居然还要加10块钱的锅底费用，反正是再也不会去。,0
比刚开业时候味道差了很多，教师节那天要了外送，结果猪爪的大长毛都没去，鸭肫有一股很怪的腥味，再也不敢吃了,0
一家综合大型批发市场，分为二期，一期主要是服装，二期主要是小商品，人超级多，东西好坏都有，要会淘才行，不过环境不怎么样，比动批稍好。价钱嘛也不是很便宜，要会砍价才行,0
挂号交费在一起，人很多，安排不科学。 医生态度不好，非常不好，检查开起来不要命的。 护士也不怎么样，输液……算了。 收费处的人一张脸臭的和借米还糠一个德行。 就是医院外形可以，其他，无语。 又是部队医院，以后死也不去任何部队医院了。吓人。,0
青岛是一座海滨城市，空气很好、很湿润，特色就是沿海一线，从栈桥出发，沿着海滨木栈道，经过中山公园、鲁迅公园、海水浴场，走到五四广场、奥帆基地，很有情调！,1
生意挺好的地方，平时的晚上都比较满 口味偏本帮的，不过用油比较多 鱼头汤上有较厚一层油 茄合更是油得有些过分了，不习惯 虾仁和豆苗类似 口味清淡的可能吃不惯 环境还算大气，不过因为人多，所以比较家常 服务员态度不好，一副爱理不理的样子 几个服务员都这样，印象很差,0
很别致的一家店，距离朝阳公园很近。出去玩儿了一天，晚上刚好吃顿美味。 秘制腌排很嫩，酱汤也非常好喝，可惜里面的蛤蜊有沙子，有点遗憾。辣炒米条和什锦蘑菇不是我的style，味道有点淡，口味重的人可以选择别的。鸡蛋羹和想象的有点不同，不过外焦里嫩很好吃。 两个人吃的太饱，不过下次会再来会尝尝这里的冷面。,1
上周去看网球大师赛地铁坐到莘庄，车站斜对面就是百盛，环境非常不错门口有个很大的HM，地下一层是吃饭的，都比较大众化不过选择余地很多。商品牌子也很齐全，非常好,1
一直很喜欢酸奶，据说有美容的功效，嘿嘿！路过这家店的时候，买了一杯，红豆酸奶，味道不错，酸酸甜甜的味道，很喜欢，价钱比超市的要贵一些，不过一杯吃下去，蛮饱的！,1
清汤锅还可以，麻辣锅太咸了，酸菜锅很难吃。服务态度确实不敢恭维，上菜要稍微催一下。上次去遇到一个服务员，因为是晚餐后面有人在等，就一直站我们旁边看着我们吃，问她拿东西也爱理不理，态度非常糟糕。 另外，店里居然没有白开水（据说只有60度），让我觉得有点不可思议。难道是南北差异？？？,0
刺身很新鲜~吃日料我就爱三文鱼~~~~其他生鱼片也很嗲。。。。哈哈.我们点了没有铁板（？）的那种自助118一人，三个人吃自助刚刚好 很喜欢。老板人不错 哈哈,1
每周都去打球，就在家傍边。场地也很好。 每次大概都至少有6个场地在用，里面打球的人也主要都是水平比较好的人。,1
这家不是公立医院，是脱产被私人承包的医院，已经很多年了！行业朋友告诉我的，浦东只有仁济还好点，东方医生也一般！没医德不算，有病查不出病！简直无语！,0
服务很差，上菜也慢，人还很多，不知大家为什么都来这里，我是去了一次就不会再去，建议还是去其他菜馆试试,0
北京当初办奥运会的时候家里发的票可以免费参观去的，里面还真是不错而且当时很多赞助商场馆还都没有拆真是不错的，就是那时候实在太热了,1
点了豆豉鲮鱼油麦菜和香辣美容猪蹄。油麦菜很好吃，香辣猪蹄一般倒是辣椒不是很辣，疙瘩汤一般疙瘩太大鸡蛋块也太大,1
东西确实很好 但是价格也够贵呢 呵呵 但是如果偶尔去一次，体验一下这种异国风情，感觉还是很不错的说 如果价格能便宜点就好了,1
现在越来越差了，这月把所有的教练都换了，都是傻课程，什么身体充电这种都来了。都请得便宜老师，都刚毕业的，教也不会教，我已经后悔死了。本来有个挺好的老师，说培训两个月后回来，估计不知道能回来伐，换了个脑残的店长，我看快倒了。,0
"今天朋友一起去试过,不怎么样!因为LG以前是做这行的关系,我们对肉的要求比较高,他们家的性价比不是很高,不过牛舌还可以试试!LG说以后是不会再去了!",0
这家小笼的特色是甜，非常甜。但是吃的出肉腥味，红油馄饨也一般，价格倒是不贵，我是看了点评特意很远跑过去品尝，两个字：不值,0
这家店店面很大，在试营业期间去的，当时只有我和同事及服务人员，一共不超过5个，真是痛快。二楼有液晶电视，当时去的时候没开。店里的书也不错，有好几本让我感兴趣的，杂志也比较新，而且有一敞开式的小包间，环境比友谊新天地那家要好。,1
鳕鱼卷很好吃，蟹粉豆腐很鲜，上海几乎找不到不放大把辣椒的店了，小南国的味道才像上海的原汁原味，清清爽爽，该什么菜什么颜色什么味道！上海人的味觉几乎被辣椒淹没了，力挺小南国的风格，有腔调上品！ 服务生态度很好，生意太好了，忙的时候难免出点小错，我都没发现，领班就先过来认错及时纠正了！ 很好，有空一定经常去。,1
大王蛇很好吃，老火汤超靓，那个蛇皮软软QQ。老板很帅老板娘也美，厨师手艺超好。离港汇很近，就在后面的小巷子里,1
"现在换成塑胶的了,还可以.. 主要是空间大,在里面打球感觉不闷.. 饮料价格也不离谱,还可以. 总体感觉不错,去的人还很多,要提前订才行",1
去他家只吃素三鲜的水饺，其他的有肉的水饺都不怎么样（我嫂子是北方人，包的水饺那叫一个好，我就不怎么吃外面的了，有比较了啊） 叫上二两素三鲜，一碗牛杂汤，吃的老饱的，有时还有剩，牛杂汤的料还是满多的，比牛肉粉丝汤的牛肉多，我不吃粉丝的，加了粉丝后，就更吃不完了,0
"不得不说这家店占据着市中心最显眼的地段,打着老字号的旗帜,一碗泡馍贵不说,那个饼到底是饼阿还是砖头阿?硬的不行,掰完手都是疼的! 还有那个肉夹馍,是不是肉夹馍阿,夹的是肉是菜?不是肉夹馍就别叫肉夹馍这个名字阿!让人误解,难吃死了! 服务态度很烂!环境也没多好,连个卫生间都没的...",0
来寿福城，吃的不是菜，是环境与服务． 商务宴请订在这，环境倒是一流，服务也很周到． 内设很大气，典雅，菜味很清淡，想来是为了这寿福二字吧．,1
不错的哟 在学校里面 啊哈哈。。。。很方便的呢。每次过去生意都很好的，还有集点的活动。味道很好。最喜欢的就是红豆奶茶，冬天喝冰的很爽,1
满黑的一家店，服务很一般。点了个38元的招牌菜“枫泾马兰头干烧肉”，足足等了近一个小时，期间催了3次，上来后一看立马傻眼，很大的一碗，里面全是马兰头，只有5块红烧肉，从来没吃到过这样的。后来结帐买单后索取发票，直接给了我一张前天的巴贝拉的价值100元的发票，这个逃税漏税的厉害啊。以后不会再去了！,0
家常馆子，性价比还可以。味道还不错，对咱这种口重的人来说。水煮肉片、烤鸭味道都蛮好。服务态度一般，环境也还凑合，有点吵。,1
中午去的，感觉挺好的，灯光昏暗了点，现做的东西，搭配起来不错，没有吃自助。性价比可以。做的师傅应该不是专业厨子，但是铁板套餐也不难，学起来很快，味道当然也过得去。,1
"今天学会了个新词,'硬'. 一桌人都在说这才太'硬',吃不动了,全摊在那,就我一个人盘子猛转...还莫名,又不是七老八十,什么硬不硬得. 原来是太荤太油太腻的意思. 看了下桌面,满是中规中矩的本帮菜,的确如此... 水晶虾仁做得太差了!",0
这里是我的“乡下”-我的小学就在旁边，前几天听朋友提到这个餐厅，今天怀旧过来品尝，倍感亲切。虽然一切都变了，当年留下的唯一的黄花卫生院也已鸟枪换炮。唯一没变的就是黄花岗的门口。这个餐厅的出品不错，顺德菜还算地道。特别是肠粉还保持传统，不像现在绝大部分那样雪白剔透没有嚼头。准备邀请小学同学在此小聚。,1
第一次在京东买东西，本来是看中它价格比较低而且包邮，但是现在真的很失望 查询订单，显示用的一个从没听说过的派尔快递，都6天了还没送到，连官网也没有也不能跟踪运单 后来上网一搜才发现好多网友的货物都是用派尔快递好久都收不到，好像是京东为了降低成本选了这个小快递公司，我觉得如果没有成本就不要说什么包邮，包邮又用这样的快递公司就是自砸招牌,0
要了个羊肉，厚的都成块了，其他的都一般吧，清汤就是白水，店里感觉很80年代，就像电影里演的那样，囧。 总之，是看了其他点评去专门找的，小失望,0
和朋友见面喜欢选这里，靠近朝阳门地铁站很方便，有星巴克可以聊天，有屈臣氏可以买买东西，还可以逛逛服装店，不过都很贵，一般只看不买。,1
很有创意的菜馆，环境不错，服务挺好的，菜的味道也很不错的！点了小烧羊排 昔巷酸瓜干肠 秘制鸡翅 樱桃鱼块，味道鲜美，口感也很赞的！,1
保安很差 好好和他说话他就帮你凶 还有上来打架的势头 还号称说什么我们这不会把消费者放在第一位 其他还行 人少,0
看装修风格还算可以，所以打算买点蛋糕送人。 价位属于中等，不贵的。 不过口味很是普通。 打包的小姑娘绳子绕了半天，还是松松垮垮的，还好没打翻蛋糕。 以后不会去了。,0
这里的点心都做的很好吃，品种挺多的！ 价格上也不贵， 服务员的服务态度不错！十分的热情！ 尤其是这里的蝴蝶酥吃上去口感很好！,1
团购的慕斯... 原价15.现在5.9来着.. 我发誓就算2元钱给我那个慕斯我也不会吃了. 真的好难吃. 像冰激凌一样.过了几分钟就开始化了...,0
朋友几个很喜欢唱歌的，经常会跟着她们一起到这里乐此不疲的，这里的环境不错，包厢蛮开阔的，设施挺齐全的，也蛮先进的，歌曲很多，唱的很开心！,1
作为南充本土人 每次都是听到外地人说川北凉粉怎样怎样 因为从小吃到大 实在是没觉得有什么特别 但是现在身在他乡了 才发现川北凉粉的地道了 外地很难做得出来的 不管是凉粉 米粉或者其他粉 都觉得南充的很好吃 推荐酸辣粉啦,1
六点去的 人都木有 还以为春节放假不营业呢 应该是学生还没回校 生意差很多呢 点了章鱼牛肉 芝士炒年糕 金枪鱼炒饭 最好吃的当然还是芝士炒年糕啦 但是怎么里面的面比年糕还多呀 我喜欢吃年糕哇 下次去一定要先嘱咐下 年糕多一点 炒饭也不错 老公不大喜欢 说有姜味 他比较挑。。。 章鱼牛肉比较辣 章鱼和牛肉的量还可以 还是比较多的,1
从小就在这吃。 还是喜欢他家以前用瓷碗的时代。特有感觉。 梅园可能是仅存为数不多的不用添加剂的奶品店了。现在很多店为了提升口味加乳化剂啊，奶味增绸剂什么的，弄得味道浓过头，其实全是食品添加剂。支持他家。 喜欢他家的山楂酪，很开胃。酸梅汤也不错，一般买回来自己加冰块，那么才最爽。 店里的大妈不错，很有过去售货员的感觉，喜欢那调调。,1
环境一般 味道还可以吧 价格两个人花了150 比较了下还是觉得黔城好吃 离上海年代也不远 价钱也差不多 环境也比这好,1
两个字：唔好！ 虽然是附近相对较便宜的饭店，但是料好少，味道非常之一般，只有米饭尚可。 店员素质很差，在食客周围大声说话，小孩子打打闹闹，什么心情都没有了。 我宁可走多几步路去食面包！,0
他家现在有自助餐了？ 记得以前经常去吃中午的定食的。那时候，客人基本都是日本人，不大的店，却很温馨。中午的定食很不错。鳗鱼定食，三文鱼定食，用材都很新鲜，比伊藤家的都好吃。 好久没去了，如果现在开始做放题了，希望他们的质量能继续保持。,1
最近非常喜欢这个牌子，带着街头摇滚的感觉 蓝色港湾店感觉环境不是很好，灯光比较昏黄，货品摆放也比较乱 但好货还是不少的 囧的是，我问理货员MM说这件衣服没有价签应该是多少钱？MM很抱歉的说， I only speak English……,1
与朋友一起闲聊八卦，真爽～ 这里环境不错，干净明亮，地方也很大，所以去时看到有日本公司尾牙聚餐； 不过正因为这样，上菜真心慢，几次面临空桌。。。不过服务员都很有礼貌，而且面带微笑，就罢了 东西么就这样，没什么出彩的，但也不差，海胆畅吃很过瘾，几次上来也没有品质越来越差的现象； 以这个价位来说，性价比很高了,1
每次都是和我妈两人一人一杯的~喝过北海道奶茶淡淡的不是很喜欢。这次的抹茶拿铁不错就是太甜了喝不出咖啡的味道了。不过喝道下面抹茶味不错是粉冲出来的沉淀的。我妈的焦糖玛奇朵我觉得咖啡味也蛮浓的。在等的时候发现碎可可蛋糕奶茶不错的料超多的奶茶上面是奶油？反正是像巧克力奶油一样然后再撒岁可可诱人吧！！,1
团购了两个，上菜的速度不是一般的慢！不过环境很好！ 脆皮酥香肉都是肥的，非常甜。葱油云耳一点味都没有。洋葱牛肉饼和猪肉饼还是挺香的！无极豆筋牛腩锅有一点点辣，里面是牛腩和豆皮！离公司很近，以后还要去！,1
最喜欢他们家的冰豆浆，豆浆味道很不错，夏天来一杯非常舒爽。大排饭给的量很足，大排好大一块，味道也不错，能迅速填饱肚子。小吃味道也还好，感觉比乡村基好吃多了。,1
南站里唯一一家像样的中式快餐馆，那天我和老公基本是从陶然亭公园后门走到南站的，离火车出发还有不到一个小时的时间。粗略的找了一家馆子，随便要了几个喜欢的蔬菜和肉类，暴炒了一下，酱香微辣的口感真的是太棒了。吃完了一溜小跑到了火车上，心里才踏实下来。 声明一点，回到天津我开始拉着老公频繁出入这家馆子，真的很好吃。希望天津再多开几家！,1
来过两次，总体感觉都不错~~最最喜欢的是酿皮，超好吃，一份吃得干干净净，还有东乡土豆片，很大片，很面，口感很好~~烤羔羊肉，挺嫩的，但我对羊肉无爱，爱吃肉的人会喜欢的~大盘鸡，中规中矩，我觉得越给越少，第二次来的时候，比第一次给的少好多~~烤囊，喜欢，本来就喜欢孜然的味道。这家店挺大的，上下楼，还有包间~~停车也方便。有机会还会去的，就是小馋猫~,1
上次姐姐来大连玩 去星海广场转一圈饿了 因为想喝粥 所以就在这吃了 不过很后悔地说 味道还行吧 不过服务真不怎么样 尤其是最后姐姐纳税意识强 想要发票 结果差点被服务员的口水喷了 后来我劝劝姐姐 就没要发票 转身发现雨伞落在里面了 再回头去问 服务员爱答不理的说没有 真是给大连丢份儿！,0
绝对没有性价比，38的沙爹金针菇肥牛，味道就像刷锅水，量更是少的可怜，33的鸡排，就是块巴掌大的鸡肉。。。无语。。。炒米粉真的就是炒米粉。。。腐乳空心菜里的腐乳都没捣散，还是一坨坨的 餐具都缺口的，不知道凭什么要这个价钱。。。 同样价位宁愿新旺了，至少人家味道还是做的可以的。。。,0
这是我去过可以喝广东早茶的地方，味道最不好的地方。这里离我家很近，可我只来过一次，实在不愿意浪费钱了，建议饭店换厨师吧！,0
新开的，点了乌冬火锅...第二天拉肚子了- - 里面东西蛮多的，味道真的一般 东西很贵啊....土豆色拉貌似和罗森的味道很像 地方也很小真的不怎么样啊.......,0
去过3间力美健，这一间算旧的了，主要是设施旧，健身器材生晒锈，不过面积都几大，健身器材又多，应该不会要等器材的吧，那次是下午去，静英英，感觉最差是他的淋浴，D水温好似正弦曲线感，有时就辣肉，有时就细水，有时就冻水，健康的人都比他冲到感冒，建议不要去那里冲凉，还有他的干蒸同湿蒸都在维修，哎简直失望啊,0
和npy只想找个地方坐坐休息休息。经过很多家咖啡馆，不过还是选了这家。 其实也说不出有什么特别的地方，因为这类型的咖啡馆的环境都不错的。 不过，因为是和npy一起，所以感觉特别舒服。,1
其实呢度点火锅唔错，一大班人去吃好有气氛，点几支啤酒，边吃边吹水，正！ 食物方面，肥牛唔错，其他野都算新鲜，但系价钱升啊，啥都涨价，有点不划算,1
"新装修后,去吃饭还不给筷子,还说免费提供调羹了,用筷子居然要收钱,大家如果要去的话记得自备筷子,反正我是不会去了。",0
维诺城打了两张票子 所以就吃了原汁牛肉面和杂酱面 一共就便宜了3元。。其实听没意思的 不过看见广告单说26~29买16元的原汁牛肉面送10元的杂酱面 还是满格算的吧。。。不过量比之前明显少了很多。。吃完都没有饱食感 。 味道也不怎么样。。。不过也不至于特别难以下咽、,0
服务太差，跟她商量换个手拎的纸袋，硬说是规定的不行，一副爱理不理的。集点的章也没贴，可她说已经贴过了，也不想跟她多争了。,0
今天和宝宝在家点了特色至尊，还可以，鸡翅和黄金虾一般，送的田园色拉宝宝和我抢着吃，总之宝宝喜欢就好，与约好送达的时间一致，基本现在在家叫外卖就他家的,1
晚上去那边的棋牌室，顺道买了粥上去吃，很好吃，量很大，四个人才花了40元，还给我们送上楼，服务不错的说~呵呵~下次还会去的说~,1
上次团购了牛排，指定在华联店使用。以前经常去另外几家店，没去过这家。谁知吃完后回去和男友拉了两天肚子，以后不会再去了。,0
每次到日出茶太，最先想到大芋头奶茶！！有些人不太喜欢这种味道，但我一般不选其他的~~攒，吃过几家，有几家味道比较淡，这家还不错！,1
中午来吃饭，在人还不是特别多的情况下居然上烤肉类的还那么慢。等了半小时烤盘空着没有东西烤，催了四五遍才上来一五花肉。以后绝对不会再来了，还不如汉拿山一半,0
"订晚了没订到包房,有点小遗憾,喜欢他家的包房,环境很好却又不怎么张扬.海鲜都是现点现称现做的,非常新鲜,当然大酒楼里的海鲜价格也很辣手,喜欢酱爆章鱼,大概是用活章鱼现杀现做的原因吧,咬在嘴里竟然有种糯糯的口感.",1
单位在那包场，每周一、四都可以 去玩，感觉还不错，场地条件还行，灯光，地面啥的都挺好，就是换衣服的地方有点简陋，要是在装修一下就好了。,1
本来以为又锁定了一个吃饭的去处，他家的味道还算清淡，骨头汤味道感觉是牛骨汤。麻辣烫价格不贵，选择也较多。 煮菜的老伯啊，既刷碗又煮菜，而且，刷碗就是在一个盆里涮涮。。。。难道用点流水都舍不得吗？ 再也不去了。。。,0
口味还可以，就是环境太差了，等了好久的位置后，却被带到一个连服务生都叫不到的角落里，无奈下自主换了靠窗的位子，结果却被服务生恶狠狠地训斥了一番，当场就和我们吵了起来，这顿饭吃得很可悲啊～,0
鲜奶小方，永远的最爱！5点后会打8折，会排长龙哦！足见其风靡程度，呵呵~其整个的奶油蛋糕，虽然外观比较朴实，但是味道还是一个赞啊！,1
蛮有名气的一家本帮菜馆，环境挺气派的，菠萝色拉的味道挺贊的，更棒的就是红烧肉了，就是比家里烧得好吃，肥而不腻，入口细腻。,1
味道真是很差，那个汤应该是加了一些东西的同去的同事大多数有 反映，以后肯定是不会再去了。 奉劝其他同学也慎重选择,0
速度实在太慢，上菜慢也就可能理解，连买单找钱都催好几次。味道还可以就是餐厅太小了，位置很挤很吵，一点都没有洗餐感觉。,0
酸奶味道还是不错的，三明治一般般了，价格反正也便宜就是了 酸奶面包不错，里面是红豆的 顾客基本都是南大的学生， 在这里上课，经常买着填肚子,1
"出品贵,服务员态度差.....建议不要去吃,食物不卫生!!! 套餐难吃,交通不方便,大堂环境好一般,昨晚去吃完不想再去品尝拉,太差拉!",0
不会再去了。 价格实在是太贵了。 两个女生吃了130也没有吃好。 而且点多了没动的，也不让退 再就是那个特大的盘子里面的鱼片和肉品都非常少。涮一下都没有了。 而且调料的价格也很贵。很少。,0
每次进去都有人主动欢迎 餐厅的露天位置非常喜欢 绿草的感觉很清新 整体环境都非常好 大堂吧的沙发很舒服 蛋糕最喜欢！面包每次都要外带,1
很好吃的鱼哦，先把鱼烤一下，然后加上自己选的配料炖，他家可以提前预定涅，就是告诉她大概几点到，他们提前把鱼烤好，等你去了就能马上吃啦，真不错，一条鱼加菜什么的两个人吃都吃不了呢,1
性价比不错，适合请朋友们吃。环境优雅，不怕被别人打扰，总而言之，一切都好，望再接再厉。办出水平和特色，看好小天鹅。呵呵。,1
大过年的尽找不痛快了 吃的什么的也就不说了，服务太差 从主管到服务员，一个两个全都是那样的脸那样的表情 服务行业起码得有职业素养吧……,0
川菜吃的很多 但做的这么精品 还真是第一次见 菜倒是都挺好吃 只是环境弄得太优了 倒是没有了川菜的氛围 个人还是喜欢边擤鼻涕边大快朵颐的老式川菜的感觉,1
新开的分店，赶上做活动，买一赠一 但是如果是当时要赠送的一杯就得送一样口味的 如果不当时要，给一张卡，下次就可以要其他口味同等价位的 我这也不知道啥时候再往那边走，所以就当时要了一杯一样的 桃园三结义，名字挺有意思 就是奶茶里加了珍珠、布丁、椰果 口感不错，布丁奶香很浓很滑,1
咋这么少人点评呢？一个朋友是山东人，带我去的，以后就常去。汤真鲜，乳白色的，上面飘着些碧绿的香菜，这么冷的冬天喝下一碗，真是浑身温暖。而且还能免费续。喜欢辣的就放点不知道是什么做的辣椒油（红色的）。经常点的还有爆炒羊头肉，也很不错。如果是山东人，应该还会点上一份“鸡蛋蒜”（蒜炒鸡蛋！）唯一的缺点就是环境差，整个一个大棚路边店，大部分食客素质也一般，满屋子抽烟弄得乌烟瘴气。本来就是穷人吃的东西，也就别穷讲究了，呵呵！,1
最常去的一家屈臣氏，每次坐地铁或者去动物园都得上这瞧上一眼。 东西算比较齐全也比较大的一家了~ 交通业比较方便。 活动也算比较多的一家~很好奇那的BA怎么样呢~ 曾经那里有个立顿的短促不错~人很好~,1
"这里的耗儿鱼让我感觉有点腥,不知道是不是我自己的原因. 是专门吃耗儿鱼的地方,但确实没有华阳的有几家做得好. 黄喉也是主打,很大一片一片的. 门口排位那是长龙啊. 应该不会再去了....",0
每次交易会之后，老板总是带我们过来吃饭，又经济又实惠，味道也不错。特别是酸菜鱼，1大盘的，自己再加5元的酸菜，就很多料的了。主要是价格便宜，所以，老板特别喜欢这里。,1
篱笆不错，结婚的时候一直在看 买的戒指，拍的婚纱照 老公跟老爸的西服， 都在篱笆上比较了之后再找的 装修的时候还喜欢看他们的论坛，看看别人家美美的装修 自己也是会员呀。,1
环境很好也很舒适。很喜欢的一个地方。 以前办了卡经常去，不过现在已经很久没去了。 不过还是很喜欢那里的感觉。而且地铁过去也很方便,1
厚切一哥猪扒饭，猪扒很给力，饭也很可口，因为番茄很多，朋友说感觉像饭里加了番茄酱。尽管甜味和咸味碰撞在一起，吃起来还是味道分明的，配的饮料也不错。这个性价比吃饭在天河城算可以了，吃完有种满足感。,1
很有艺术气息的小馆子 干净清爽 还有素雅的气息 其实仔细瞅瞅 一定可以看见素雅的毛巾里 其实还是有很多可爱的元素哦~ 我最喜欢的还是粉色系的喵呜酱~ 以及绿色小龙猫憨憨的可爱样儿 其实觉得这家店最重要的 还是它的创意性 将艺术融进产品 即吸引人的眼球 又能产生销路~ 赞！,1
妈妈是会员，豆浆机都是CJ里面买的，还送积分，特别是生日月，会送50元的券，随便什么都能买的，很划算，家里买的菲仕乐的锅子也是上面买的，主要是赠品比较多，比商店里送的多很多~而且包的很好，质量有保证~~,1
爽口鱼和烤生蚝是最喜欢的，每次到了先点这两个 羊肉串之类的小肉串都比较一般，蔬菜的话喜欢吃烤香菇和花菜， 经常有十几人聚会的大桌子，特别是有小孩子的就很吵,1
公司某年年会，年会前居然包了好几个场地的各类球类活动让我们自由发挥自己玩，很无语。羽毛球场地蛮旧的，球拍我们自己带的，地方不太大。,0
"昨天LG想念他们家的西瓜冰了,于是就去买,我点了芒果爆爆蛋奶,真的很有趣,珍珠\椰果,西米什么的吃腻了,可以试试爆爆蛋,咬破了里面就会流出汁液来,外面那层皮和蛋皮还真有点象.味道不错，里面还有水果,很有嚼劲,价格小贵,8元一杯,不过杯子蛮大的,也差不多了.现在7月份正在搞活动,集3家不同的店印可以得到杯子一个,10家的话是蒙奇奇,10家不同的店!那不是要跑遍杭州!3家差不多了..",1
太有特色了，特色几乎不用我说了，人多了凑一起非常热闹。人均一个“大力丸”，一道菜，吃完都没叫主食，量大、价低、有特色！非常满意！,1
这里的泰餐经济美味。 很喜欢这里的冬阴功汤，味道浓厚。 空心菜每次必点，清淡，但不失美味。 柠檬鱼倒是第一次品尝，汤很好喝，酸酸的味道，鱼肉感觉有些偏老。要是再嫩一些就好了。,1
要不是死党推荐我还不知道有那么家小店开在进贤路上，只有6张桌子还天天爆满。 我对泰国菜没有深入了解过，不知道他家算不算正宗，就觉得味道还不错，当然价格也不便宜哦。 猪颈肉，是饼，菠萝炒饭，冬阴功汤都很好吃。,1
那天特地去迷宗蟹吃的，点了5个蟹，是0.745kg，后来小票上来了写着0.79kg，男朋友就觉得很奇怪，明明是0.745kg啊，然后就问服务员，后来服务员就去改了，我还看到她手里好多票都是改斤两的。 等了半个多小时才上的，看着很少，吃到最后，发现竟然是6个蟹壳，蟹钳也不满10个，估计里面有猫腻吧~ 口味感觉一般般，反正是不会去了。,0
非常无语。。 踏进去的一瞬间 就发觉...... 然后位子隔得很近 声音超级超级超级超级的超！！！ 还有人吸烟。。- -||我个人比较讨厌这个..,0
奔着名字尝试了一下，基本是失望的，可能看着写着日式，所以期待一点高了，个人觉得以后就算路过也不会再去了，不好意思。,0
就喝了点东西，环境没有想象的好，晚上蚊子很多啊。 可能是那天没有给我留下什么美好回忆，所以对这家店也有点失望了。,0
味道真的很难吃，那天和朋友去淮海路，新开张太差了。和装修不附，再也不会去了。菜和价格不能比，希望改革一下。。。,0
食物的量还行 味道一般 服务很差 服务员非常不专业的 以前来吃基本都是来看电影的时候吃一顿 随便吃吃还是ok的 就是里面烧烤的味道大 有两个菜还行 烤肉 铁板烤月牙骨 南瓜粥 随便吃吃还成,0
一点都不值这个价，经典的项目要等成个钟，玩也要半个小时，我们四个小时只玩了八个项目，已经算是极速了。那个陪同票要45元，但大人根本做不了什么，又不能排队，又不能进去场馆里拍照，没意义。以后都不想去了。,0
其实我觉得玩具挺没劲的。种类也少。别看面积大花里胡哨的一堆，但是没几个看得上眼的。价格还挺贵。现在做父母的也不容易啊，玩具这么贵还这么没劲。完全是浪费钱。,0
好多年前去过，感觉不怎么样，听同事说一般来说都是岁数比较大的人比较爱去，从那之后我就没再去过......音响效果什么的不怎么好！,0
他家东西贵啊。。。。这边超市这么多还卖这么贵。。。然后东西不算太齐全，最恶心的事情是他们的蔬菜那边好像是包租出去的，每次要买东西拿食品袋都要像讨饭一样的去问店员要，然后店员会盘问你买什么？如果你指的不是他们这边的就会告诉你去找那个柜台拿袋子。然后你拿了袋子基本他们的眼神会一直跟踪你看你到底是不是买的他们的东西。。。。强烈的无语，有那个超市像你们这样啊！！！,0
8月6日去安贞看变形金刚3，下午2点的电影，正好没吃中饭，一看他家装修还可以，又是快餐类，就在他家解决了。没吃包子，点了一个云吞、一份面、两个冰豆浆、一个万年青，一共56元。结果豆浆上了一个冰的一个热的，万年青上到隔壁桌，几经与服务员交涉终于把菜上齐。顺便说一句，菜量太少以至于万年青上到隔壁桌时，隔壁等菜的阿姨以为是送的小菜。可这个菜的价格是14元。 总结一下，菜量太少，服务太差，价格太贵。去安贞看电影的亲们可以不用选择这家。,0
外面装修比菜的口味要好。价格挺贵的，但口味实在不敢恭维~老公说这家店估摸着在前段时间没有抢购到盐…银鱼莼菜羹非常稀，少得可怜的银鱼与莼菜，油闷笋也没入味，挺失望的。,0
上菜速度那叫一个慢，只有三桌，厨房7个人，菜真心难吃，性价比还很差，天知道怎么会来这家吃的！大家不要再上当了,0
烤鸭非常好吃，挺精致的，也不腻，皮脆脆的香香的，饼非常薄能薄到透明了 。木瓜雪蛤挺美味的，有炼乳和蜂蜜可以自己往里加，调自己喜欢的口味。 环境挺好的喜欢它的室内装修风格。,1
今天特地去吃下，以前都没在意，可能是在巷子里吧。性价比不高。环境真不行，桌位很挤。味道也不是传说中的那么好。鱿鱼还行，五花肉没有南师大那家有口感，海鲜饼好油，就吃了一块，嫩豆腐也不怎么样，不香，有几块豆腐都是冷的。一小碗米饭要3元钱，呵呵，老板也太贪了吧。总的来说，性价比不高。看大家都说好，也许个人吧。要不就是老板生意好了，就开始瞎搞了吧。口味不如南师大的那家。性价比不如金轮3楼那家。,0
点评这么多家，最差就是这家了，第1次给这么个评价，全0分。 1、服务态度差 2、价格高，量少。 3、味道差。 我倒是要见识下你能开多久？,0
呢度好多野体 而且个王墓好哟神秘甘 室内设计 很独到 而且累了 还可以坐下来 有视频观看 挺方便的 做到了人性化 它以艺术和自然.历史为一体 展示这南粤文化 值得推荐哦,1
挺正宗的川菜。每次去都辣的很爽。 毛血旺是一定要点的。老坛子酸酸辣辣的很好吃。晚上人还收挺多的，最好早点去等位子。价格也不贵，挺实惠的。,1
上次在莘庄那边吃过，搞什么活动 最后上来的分量 看了一下 吓我一跳 和芭比馒头差不多 实在是让我汗呀 估计以后不会再去啦,0
在那里等人，顺便吃个午饭，东西味道一般，和其他的没啥区别 环境实在太差，大概是因为旁边是超市的关系，竟然还有人带着小孩随地大小便的，服务员看到了也不阻止，真是太。。。。。。 沙发的位置，沙发都破了。。。。。。,0
